,title,price,area,room_n,floor_n,floor_total,year,building_type,heating_type,equip_state,nearest_kindergarten,nearest_school,nearest_shop,nearest_station,crime_last_month,owner_type,district,street
639,"Vilnius, Senamiestis, Vingrių g., 2 kambarių butas",142 000 ,41 ,2,1,4,2001,Mūrinis,Centrinis,Įrengtas ,300,190,110,120,8.0,company, Senamiestis, Vingrių g.
640,"Vilnius, Žvėrynas, Blindžių g., 2 kambarių butas",59 999 ,34 ,2,1,2,1940,Medinis,Elektra,Įrengtas ,390,200,310,200,3.0,company, Žvėrynas, Blindžių g.
641,"Vilnius, Turniškės, Turniškių g., 3 kambarių butas",99 000 ,"57,4 ",3,3,3,2018,Mūrinis,"Centrinis kolektorinis, dujinis",Dalinė apdaila ,"1,5k","2,3k","1,7k",900,0.0,company, Turniškės, Turniškių g.
642,"Vilnius, Senamiestis, Gedimino pr., 4 kambarių butas",675 000 ,194 ,4,4,8,2006 renovacija,Mūrinis,Centrinis,Įrengtas ,350,490,40,90,20.0,company, Senamiestis, Gedimino pr.
643,"Vilnius, Senamiestis, Rūdninkų g., 3 kambarių butas",299 000 ,"93,11 ",3,2,4,1940,Mūrinis,Centrinis,Įrengtas ,290,190,250,250,12.0,company, Senamiestis, Rūdninkų g.
644,"Vilnius, Naujamiestis, Savanorių pr., 3 kambarių butas",165 000 ,67 ,3,2,9,2015,Mūrinis,Centrinis kolektorinis,Įrengtas ,250,240,70,150,8.0,company, Naujamiestis, Savanorių pr.
645,"Vilnius, Tarandė, Gailašių g., 4 kambarių butas",150 000 ,143 ,4,1,2,2019,Mūrinis,Dujinis,Dalinė apdaila ,620,950,1k,190,0.0,company, Tarandė, Gailašių g.
646,"Vilnius, Užupis, Krivių g., 3 kambarių butas",289 000 ,90 ,3,2,5,2007,Mūrinis,Centrinis,Įrengtas ,280,70,530,140,4.0,company, Užupis, Krivių g.
647,"Vilnius, Kalnėnai, Kroatų g., 4 kambarių butas",110 000 ,"90,39 ",4,1,2,2020,Mūrinis,Dujinis,Dalinė apdaila ,"1,2k","1,3k","1,4k",680,0.0,company, Kalnėnai, Kroatų g.
648,"Vilnius, Pašilaičiai, Jurgio Baltrušaičio g., 1 kambario butas",65 000 ,37 ,1,5,10,2004,Mūrinis,Centrinis kolektorinis,Įrengtas ,310,210,100,180,8.0,company, Pašilaičiai, Jurgio Baltrušaičio g.
649,"Vilnius, Antakalnis, V. Grybo g., 4 kambarių butas",259 000 ,149 ,4,4,5,2000,Mūrinis,Centrinis kolektorinis,Įrengtas ,280,530,390,260,1.0,company, Antakalnis, V. Grybo g.
650,"Vilnius, Lazdynėliai, Lietaus g., 2 kambarių butas",105 000 ,43 ,2,2,4,2019,Mūrinis,Centrinis kolektorinis,Įrengtas ,290,"1,4k","1,4k",50,1.0,company, Lazdynėliai, Lietaus g.
651,"Vilnius, Pilaitė, Vydūno g., 2 kambarių butas",85 000 ,40 ,2,9,9,2015,Mūrinis,Centrinis kolektorinis,Įrengtas ,380,560,80,120,1.0,company, Pilaitė, Vydūno g.
652,"Vilnius, Žirmūnai, Žirmūnų g., 1 kambario butas",61 000 ,"28,96 ",1,5,5,1965,Mūrinis,Centrinis,Įrengtas ,80,200,340,150,6.0,company, Žirmūnai, Žirmūnų g.
653,"Vilnius, Naujamiestis, Savanorių pr., 1 kambario butas",40 000 ,22 ,1,4,9,1965,Blokinis,Centrinis,Įrengtas ,250,300,140,120,5.0,company, Naujamiestis, Savanorių pr.
654,"Vilnius, Senamiestis, Vilniaus g., 3 kambarių butas",206 000 ,80 ,3,2,2,1807,Mūrinis,Centrinis,Įrengtas ,110,450,100,110,20.0,company, Senamiestis, Vilniaus g.
655,"Vilnius, Lazdynėliai, Lazdynėlių g., 2 kambarių butas",86 900 ,50 ,2,1,4,2019,Mūrinis,Centrinis kolektorinis,Įrengtas ,370,"1,4k","1,5k",50,1.0,company, Lazdynėliai, Lazdynėlių g.
656,"Vilnius, Naujamiestis, Kauno g., 1 kambario butas",46 000 ,17 ,1,3,4,2015,Mūrinis,Elektra,Įrengtas ,460,270,110,70,6.0,company, Naujamiestis, Kauno g.
657,"Vilnius, Lazdynėliai, Lazdynėlių g., 2 kambarių butas",106 000 ,"59,03 ",2,2,4,2019,Mūrinis,Centrinis kolektorinis,Įrengtas ,370,"1,4k","1,5k",50,1.0,company, Lazdynėliai, Lazdynėlių g.
658,"Vilnius, Šnipiškės, Piromonto g., 3 kambarių butas",143 000 ,53 ,3,8,9,2019,Blokinis,Centrinis kolektorinis,Įrengtas ,330,330,70,120,12.0,company, Šnipiškės, Piromonto g.
659,"Vilnius, Naujoji Vilnia, Parko g., 1 kambario butas",42 000 ,32 ,1,5,9,1980,Mūrinis,Centrinis,Įrengtas ,380,270,180,50,6.0,company, Naujoji Vilnia, Parko g.
660,"Vilnius, Senamiestis, Švitrigailos g., 2 kambarių butas",115 900 ,"41,03 ",2,3,7,2019,Mūrinis,Centrinis kolektorinis,Įrengtas ,490,240,220,30,2.0,company, Senamiestis, Švitrigailos g.
661,"Vilnius, Viršuliškės, Viršuliškių g., 4 kambarių butas",120 000 ,"81,22 ",4,5,7,2020,Blokinis,Aeroterminis,Dalinė apdaila ,210,520,140,160,5.0,company, Viršuliškės, Viršuliškių g.
662,"Vilnius, Naujoji Vilnia, Saulenių g., 3 kambarių butas",69 900 ,"82,47 ",3,1,3,2008,Mūrinis,Dujinis,Dalinė apdaila ,"1,5k",890,540,190,0.0,company, Naujoji Vilnia, Saulenių g.
663,"Vilnius, Naujamiestis, Eišiškių pl., 1 kambario butas",75 000 ,"33,31 ",1,3,5,2018,Mūrinis,Centrinis,Įrengtas ,2k,"1,1k","1,3k",150,1.0,company, Naujamiestis, Eišiškių pl.
664,"Vilnius, Viršuliškės, Viršuliškių g., 3 kambarių butas",92 500 ,64 ,3,6,9,1977,Blokinis,Centrinis,Įrengtas ,150,530,280,180,4.0,company, Viršuliškės, Viršuliškių g.
665,"Vilnius, Kalnėnai, Juodupio g., 3 kambarių butas",149 000 ,"59,21 ",3,1,2,2019,Mūrinis,Dujinis,Įrengtas ,750,"1,8k",1k,620,1.0,company, Kalnėnai, Juodupio g.
666,,64 777 ,"66,74 ",3,9,9,1990,Blokinis,Centrinis,Įrengtas ,300,260,260,70,1.0,company,,
667,,79 777 ,"66,83 ",3,9,9,1991,Blokinis,Centrinis,Įrengtas ,170,350,220,230,4.0,company,,
668,,86 777 ,63 ,2,8,9,2008,Blokinis,Centrinis kolektorinis,Įrengtas ,70,980,260,50,4.0,company,,
669,,72 777 ,"42,77 ",2,5,5,2004,Mūrinis,Centrinis kolektorinis,Įrengtas ,430,760,200,160,5.0,company,,
670,"Vilnius, Senamiestis, Šiaulių g., 2 kambarių butas",139 000 ,"45,56 ",2,2,3,1940,Mūrinis,Centrinis,Įrengtas ,210,150,280,170,13.0,company, Senamiestis, Šiaulių g.
671,"Vilnius, Justiniškės, Rygos g., 2 kambarių butas",71 000 ,"55,71 ",2,6,6,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,310,350,140,190,2.0,company, Justiniškės, Rygos g.
672,"Vilnius, Antakalnis, V. Grybo g., 4 kambarių butas",140 500 ,106 ,4,1,5,2008 renovacija,Mūrinis,Dujinis,Įrengtas ,190,100,80,370,0.0,company, Antakalnis, V. Grybo g.
673,"Vilnius, Justiniškės, Rygos g., 2 kambarių butas",65 000 ,"44,69 ",2,1,6,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,310,350,140,190,2.0,company, Justiniškės, Rygos g.
674,"Vilnius, Justiniškės, Rygos g., 3 kambarių butas",78 000 ,"70,71 ",3,4,6,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,310,350,140,190,2.0,company, Justiniškės, Rygos g.
675,"Vilnius, Justiniškės, Rygos g., 3 kambarių butas",81 000 ,"79,62 ",3,4,6,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,310,350,140,190,2.0,company, Justiniškės, Rygos g.
676,"Vilnius, Šnipiškės, Kernavės g., 3 kambarių butas",134 000 ,"62,62 ",3,3,7,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,270,510,430,330,2.0,company, Šnipiškės, Kernavės g.
677,"Vilnius, Šnipiškės, Kernavės g., 2 kambarių butas",92 000 ,"35,71 ",2,2,6,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,270,510,430,330,2.0,company, Šnipiškės, Kernavės g.
678,"Vilnius, Šnipiškės, Kernavės g., 1 kambario butas",88 000 ,"35,55 ",1,5,6,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,270,510,430,330,2.0,company, Šnipiškės, Kernavės g.
679,"Vilnius, Justiniškės, Rygos g., 1 kambario butas",55 000 ,"28,09 ",1,2,6,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,310,350,140,190,2.0,company, Justiniškės, Rygos g.
680,"Vilnius, Šiaurės miestelis, Trinapolio g., 3 kambarių butas",129 900 ,59 ,3,9,10,2019,Mūrinis,Centrinis kolektorinis,Įrengtas ,80,310,280,290,2.0,company, Šiaurės miestelis, Trinapolio g.
681,"Vilniaus m. sav., Tarandės k., 2 kambarių butas",117 000 ,"59,72 ",2,1,2,2014,Mūrinis,Dujinis,Įrengtas ,"2,9k","3,1k","2,3k",380,2.0,company, Tarandės k., 2 kambarių butas
682,"Vilnius, Naujamiestis, T. Ševčenkos g., 2 kambarių butas",179 000 ,86 ,2,4,6,2019,Mūrinis,Dujinis,Įrengtas ,170,290,470,170,15.0,company, Naujamiestis, T. Ševčenkos g.
683,"Vilnius, Užupis, Krivių g., 3 kambarių butas",199 000 ,64 ,3,1,5,2007,Mūrinis,Centrinis kolektorinis,Įrengtas ,300,50,540,160,4.0,company, Užupis, Krivių g.
684,"Vilnius, Naujoji Vilnia, Kalno g., 3 kambarių butas",88 500 ,"73,97 ",3,2,4,2017,Blokinis,Dujinis,Dalinė apdaila ,"1,9k","1,7k","1,5k",300,0.0,company, Naujoji Vilnia, Kalno g.
685,"Vilnius, Naujoji Vilnia, Kalno g., 3 kambarių butas",125 000 ,"72,61 ",3,1,4,2017,Blokinis,Dujinis,Įrengtas ,"1,9k","1,7k","1,5k",300,0.0,company, Naujoji Vilnia, Kalno g.
686,"Vilnius, Pašilaičiai, Eitminų g., 3 kambarių butas",99 900 ,"74,49 ",3,6,9,2010,Mūrinis,Centrinis kolektorinis,Įrengtas ,160,"1,1k",420,110,5.0,company, Pašilaičiai, Eitminų g.
687,"Vilnius, Fabijoniškės, L. Giros g., 3 kambarių butas",90 000 ,"66,82 ",3,9,10,1990,Blokinis,Centrinis,Įrengtas ,550,570,570,200,1.0,company, Fabijoniškės, L. Giros g.
688,"Vilnius, Dvarčionys, Keramikų g., 1 kambario butas",29 900 ,18 ,1,3,3,1975,Mūrinis,Centrinis,Įrengtas ,70,"2,3k",180,160,2.0,company, Dvarčionys, Keramikų g.
689,,37 900 ,27 ,1,2,9,1972,Mūrinis,Centrinis,Įrengtas ,230,310,410,580,7.0,company,,
690,"Vilnius, Grigiškės, Pašto g., 2 kambarių butas",45 000 ,"48,36 ",2,1,3,1953,Mūrinis,Centrinis,Įrengtas ,470,240,230,130,3.0,company, Grigiškės, Pašto g.
691,"Vilnius, Senamiestis, Algirdo g., 4 kambarių butas",232 000 ,"112,08 ",4,3,3,2011,Mūrinis,Centrinis,Įrengtas ,150,40,110,250,11.0,company, Senamiestis, Algirdo g.
692,"Vilnius, Senamiestis, Gedimino pr., 2 kambarių butas",160 000 ,56 ,2,3,4,1940,Mūrinis,Centrinis,Įrengtas ,370,120,190,180,3.0,company, Senamiestis, Gedimino pr.
693,"Vilnius, Bajorai, Mokslininkų g., 1 kambario butas",60 000 ,36 ,1,1,2,2008,Mūrinis,Centrinis kolektorinis,Įrengtas ,820,"1,1k",0,80,2.0,company, Bajorai, Mokslininkų g.
694,"Vilnius, Fabijoniškės, Salomėjos Nėries g., 3 kambarių butas",72 000 ,"66,96 ",3,2,5,1985,Blokinis,Centrinis,Įrengtas ,90,160,410,140,4.0,company, Fabijoniškės, Salomėjos Nėries g.
695,"Vilnius, Naujamiestis, Vytenio g., 2 kambarių butas",78 900 ,38 ,2,6,8,1970,Mūrinis,Dujinis,Įrengtas ,530,280,190,10,2.0,company, Naujamiestis, Vytenio g.
696,"Vilnius, Senamiestis, Liepkalnio g., 2 kambarių butas",85 000 ,"50,54 ",2,2,4,1940,Mūrinis,Centrinis,Įrengtas ,500,350,310,80,3.0,company, Senamiestis, Liepkalnio g.
697,"Vilnius, Senamiestis, Lydos g., 4 kambarių butas",598 635 ,133 ,4,1,2,2019,Mūrinis,"Centrinis kolektorinis, kita",Dalinė apdaila ,110,320,10,100,11.0,company, Senamiestis, Lydos g.
698,"Vilnius, Žirmūnai, Žirmūnų g., 3 kambarių butas",94 000 ,64 ,3,10,10,1969,Blokinis,Centrinis,Įrengtas ,200,440,370,250,10.0,company, Žirmūnai, Žirmūnų g.
699,"Vilnius, Burbiškės, Burbiškių g., 2 kambarių butas",91 420 ,"50,97 ",2,2,4,2020,Mūrinis,Dujinis,Dalinė apdaila ,"1,7k",980,"1,1k",580,1.0,company, Burbiškės, Burbiškių g.
700,"Vilnius, Burbiškės, Burbiškių g., 4 kambarių butas",230 650 ,"93,83 ",4,4,4,2020,Mūrinis,Dujinis,Dalinė apdaila ,740,640,750,960,2.0,company, Burbiškės, Burbiškių g.
701,"Vilnius, Justiniškės, Rygos g., 3 kambarių butas",78 000 ,"70,71 ",3,6,6,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,310,350,140,190,2.0,company, Justiniškės, Rygos g.
702,"Vilnius, Justiniškės, Rygos g., 2 kambarių butas",67 000 ,"53,2 ",2,1,6,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,310,350,140,190,2.0,company, Justiniškės, Rygos g.
703,"Vilnius, Justiniškės, Rygos g., 2 kambarių butas",71 000 ,"54,65 ",2,6,6,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,310,350,140,190,2.0,company, Justiniškės, Rygos g.
704,"Vilnius, Senamiestis, Pamėnkalnio g., 1 kambario butas",84 000 ,31 ,1,2,4,1940,Mūrinis,Centrinis,Įrengtas ,380,410,170,200,15.0,company, Senamiestis, Pamėnkalnio g.
705,"Vilnius, Justiniškės, Rygos g., 3 kambarių butas",95 000 ,"74,09 ",3,4,6,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,310,350,140,190,2.0,company, Justiniškės, Rygos g.
706,"Vilnius, Justiniškės, Rygos g., 2 kambarių butas",67 000 ,"44,8 ",2,4,6,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,310,350,140,190,2.0,company, Justiniškės, Rygos g.
707,"Vilnius, Justiniškės, Rygos g., 2 kambarių butas",65 000 ,"36,07 ",2,3,6,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,310,350,140,190,2.0,company, Justiniškės, Rygos g.
708,"Vilnius, Pašilaičiai, Leičių g., 3 kambarių butas",105 011 ,"63,4 ",3,4,9,2020,Mūrinis,Centrinis kolektorinis,Įrengtas ,250,830,300,130,4.0,company, Pašilaičiai, Leičių g.
709,"Vilnius, Senamiestis, Subačiaus g., 3 kambarių butas",199 900 ,71 ,3,2,3,1940,Mūrinis,Kietu kuru,Įrengtas ,420,160,280,220,15.0,company, Senamiestis, Subačiaus g.
710,"Vilnius, Senamiestis, Naugarduko g., 3 kambarių butas",235 000 ,"69,8 ",3,1,4,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,180,250,80,130,8.0,company, Senamiestis, Naugarduko g.
711,"Vilnius, Santariškės, Santariškių g., 3 kambarių butas",172 000 ,65 ,3,1,3,2015,Mūrinis,Centrinis kolektorinis,Įrengtas ,600,"1,1k",500,240,1.0,company, Santariškės, Santariškių g.
712,"Vilnius, Senamiestis, Tilto g., 8 kambarių butas",1 053 000 ,324 ,8,3,3,2016,Mūrinis,Centrinis kolektorinis,Įrengtas ,580,190,280,180,10.0,company, Senamiestis, Tilto g.
713,"Vilnius, Senamiestis, Naugarduko g., 4 kambarių butas",233 700 ,"82,21 ",4,2,4,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,180,250,80,130,8.0,company, Senamiestis, Naugarduko g.
714,"Vilnius, Verkiai, Verkių g., 3 kambarių butas",333 200 ,98 ,3,2,3,2007,Mūrinis,Centrinis kolektorinis,Įrengtas ,390,600,570,430,2.0,company, Verkiai, Verkių g.
715,"Vilnius, Žvėrynas, Birutės g., 2 kambarių butas",212 567 ,45 ,2,2,3,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,230,410,550,340,1.0,company, Žvėrynas, Birutės g.
716,"Vilnius, Žvėrynas, Birutės g., 5 kambarių butas",881 454 ,175 ,5,3,3,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,230,410,550,340,1.0,company, Žvėrynas, Birutės g.
717,"Vilnius, Šnipiškės, Konstitucijos pr., 4 kambarių butas",236 778 ,"89,35 ",4,14,29,2019,Monolitinis,Kita,Dalinė apdaila ,350,140,240,80,6.0,company, Šnipiškės, Konstitucijos pr.
718,"Vilnius, Senamiestis, Gedimino pr., 3 kambarių butas",430 000 ,113 ,3,4,4,2016,Mūrinis,Dujinis,Įrengtas ,420,190,130,110,3.0,company, Senamiestis, Gedimino pr.
719,"Vilnius, Naujamiestis, Konstitucijos pr., 3 kambarių butas",358 092 ,"85,26 ",3,18,29,2019,Monolitinis,Kita,Dalinė apdaila ,350,140,240,80,6.0,company, Naujamiestis, Konstitucijos pr.
720,"Vilnius, Naujamiestis, Smolensko g., 2 kambarių butas",132 000 ,36 ,2,1,7,2018,Mūrinis,Centrinis kolektorinis,Įrengtas ,200,140,140,310,9.0,company, Naujamiestis, Smolensko g.
721,"Vilnius, Pašilaičiai, Leičių g., 2 kambarių butas",83 800 ,"54,11 ",2,5,9,2020,Mūrinis,Centrinis kolektorinis,Įrengtas ,250,830,300,130,4.0,company, Pašilaičiai, Leičių g.
722,"Vilnius, Naujamiestis, Konstitucijos pr., 3 kambarių butas",241 229 ,"91,03 ",3,14,29,2019,Monolitinis,"Centrinis kolektorinis, kita",Dalinė apdaila ,350,140,240,80,6.0,company, Naujamiestis, Konstitucijos pr.
723,"Vilnius, Šnipiškės, Konstitucijos pr., 4 kambarių butas",208 657 ,"88,79 ",4,7,29,2019,Monolitinis,"Centrinis kolektorinis, kita",Dalinė apdaila ,350,140,240,80,6.0,company, Šnipiškės, Konstitucijos pr.
724,"Vilnius, Naujamiestis, Konstitucijos pr., 4 kambarių butas",492 137 ,133 ,4,21,29,2019,Monolitinis,Kita,Dalinė apdaila ,350,140,240,80,6.0,company, Naujamiestis, Konstitucijos pr.
725,"Vilnius, Naujamiestis, Konstitucijos pr., 4 kambarių butas",540 160 ,135 ,4,16,16,2019,Monolitinis,Kita,Dalinė apdaila ,350,140,240,80,6.0,company, Naujamiestis, Konstitucijos pr.
726,"Vilnius, Naujamiestis, Konstitucijos pr., 4 kambarių butas",691 458 ,"203,4 ",4,17,19,2019,Monolitinis,Kita,Dalinė apdaila ,350,140,240,80,6.0,company, Naujamiestis, Konstitucijos pr.
727,"Vilnius, Karoliniškės, Sausio 13-osios g., 6 kambarių butas",439 000 ,311 ,6,1,2,2005,Mūrinis,Dujinis,Įrengtas ,390,110,190,390,7.0,company, Karoliniškės, Sausio 13-osios g.
728,"Vilnius, Naujamiestis, Konstitucijos pr., 2 kambarių butas",138 710 ,"53,35 ",2,13,19,2019,Monolitinis,"Centrinis kolektorinis, kita",Dalinė apdaila ,350,140,240,80,6.0,company, Naujamiestis, Konstitucijos pr.
729,"Vilnius, Trakų Vokė, Speigo g., 3 kambarių butas",53 000 ,"69,86 ",3,1,3,1984,Blokinis,Centrinis,Neįrengtas ,"3,8k","2,7k","3,3k",210,0.0,company, Trakų Vokė, Speigo g.
730,"Vilnius, Senamiestis, Mindaugo g., 3 kambarių butas",155 000 ,"60,07 ",3,1,4,1940,Mūrinis,Centrinis,Įrengtas ,190,170,270,240,11.0,company, Senamiestis, Mindaugo g.
731,"Vilnius, Žirmūnai, M. Katkaus g., 1 kambario butas",76 300 ,"26,79 ",1,2,9,2017,Mūrinis,Centrinis kolektorinis,Įrengtas ,250,260,160,100,11.0,company, Žirmūnai, M. Katkaus g.
732,"Vilnius, Senamiestis, Šv. Kazimiero g., 3 kambarių butas",185 000 ,"71,11 ",3,1,2,1940,Mūrinis,Centrinis,Įrengtas ,550,30,160,290,13.0,company, Senamiestis, Šv. Kazimiero g.
733,"Vilnius, Senamiestis, Šv. Jono g., 3 kambarių butas",225 000 ,"85,48 ",3,1,3,1940,Mūrinis,Centrinis,Įrengtas ,500,100,160,350,13.0,company, Senamiestis, Šv. Jono g.
734,"Vilnius, Senamiestis, J. Basanavičiaus g., 4 kambarių butas",649 000 ,"215,68 ",4,4,5,2007 renovacija,Mūrinis,Dujinis,Įrengtas ,220,210,310,250,12.0,company, Senamiestis, J. Basanavičiaus g.
735,"Vilnius, Naujamiestis, S. Konarskio g., 4 kambarių butas",179 000 ,"105,53 ",4,3,4,1956,Mūrinis,Centrinis,Įrengtas ,370,300,210,20,6.0,company, Naujamiestis, S. Konarskio g.
736,"Vilnius, Žvėrynas, Birutės g., 4 kambarių butas",863 000 ,128 ,4,3,3,2019,Mūrinis,Centrinis kolektorinis,Įrengtas ,230,410,550,340,1.0,company, Žvėrynas, Birutės g.
737,"Vilnius, Šeškinė, Laisvės pr., 3 kambarių butas",65 000 ,62 ,3,5,5,1980,Blokinis,Centrinis,Įrengtas ,110,130,430,140,7.0,company, Šeškinė, Laisvės pr.
738,"Vilnius, Pašilaičiai, Ukmergės g., 3 kambarių butas",115 000 ,78 ,3,5,6,2003,Mūrinis,Dujinis,Įrengtas ,270,430,80,110,6.0,company, Pašilaičiai, Ukmergės g.
739,"Vilnius, Žirmūnai, Tuskulėnų g., 2 kambarių butas",89 800 ,"46,76 ",2,1,5,1968,Blokinis,Centrinis,Įrengtas ,110,80,350,120,10.0,company, Žirmūnai, Tuskulėnų g.
740,"Vilnius, Naujamiestis, S. Konarskio g., 1 kambario butas",45 000 ,15 ,1,1,5,1982,Mūrinis,Centrinis,Įrengtas ,260,210,80,220,7.0,company, Naujamiestis, S. Konarskio g.
741,"Vilnius, Naujamiestis, Kedrų g., 1 kambario butas",54 000 ,20 ,1,2,5,1982,Mūrinis,Centrinis,Įrengtas ,260,210,80,220,7.0,company, Naujamiestis, Kedrų g.
742,"Vilnius, Antakalnis, Pylimėlių g., 3 kambarių butas",115 200 ,"63,3 ",3,3,3,2019,Mūrinis,Dujinis,Dalinė apdaila ,"1,5k",930,780,480,0.0,company, Antakalnis, Pylimėlių g.
743,"Vilnius, Antakalnis, Pylimėlių g., 2 kambarių butas",69 800 ,"36,98 ",2,1,3,2019,Mūrinis,Dujinis,Dalinė apdaila ,"1,5k",930,780,480,0.0,company, Antakalnis, Pylimėlių g.
744,"Vilnius, Antakalnis, Pylimėlių g., 3 kambarių butas",89 300 ,"48,55 ",3,2,3,2019,Mūrinis,Dujinis,Dalinė apdaila ,"1,5k",930,780,480,0.0,company, Antakalnis, Pylimėlių g.
745,"Vilnius, Naujamiestis, Gedimino pr., 2 kambarių butas",201 536 ,"43,54 ",2,2,5,2018,Mūrinis,Centrinis kolektorinis,Įrengtas ,330,90,240,160,2.0,company, Naujamiestis, Gedimino pr.
746,"Vilnius, Kalnėnai, Albanų g., 3 kambarių butas",81 900 ,64 ,3,2,2,2020,Mūrinis,Dujinis,Dalinė apdaila ,"1,8k","1,7k","1,4k",710,0.0,company, Kalnėnai, Albanų g.
747,"Vilnius, Naujininkai, Perlojos g., 1 kambario butas",29 900 ,"25,39 ",1,1,1,1940,Rąstinis,Kietu kuru,Įrengtas ,,,,,,company, Naujininkai, Perlojos g.
748,"Vilnius, Naujamiestis, S. Konarskio g., 2 kambarių butas",70 000 ,37 ,2,1,4,1956,Mūrinis,Centrinis,Įrengtas ,240,290,300,170,5.0,company, Naujamiestis, S. Konarskio g.
749,"Vilnius, Antakalnis, Vytauto Žalakevičiaus g., 2 kambarių butas",159 000 ,"58,37 ",2,4,6,2012,Mūrinis,Centrinis kolektorinis,Įrengtas ,600,560,220,180,1.0,company, Antakalnis, Vytauto Žalakevičiaus g.
750,"Vilnius, Naujamiestis, Vytenio g., 2 kambarių butas",75 000 ,54 ,2,4,4,2008,Mūrinis,Kita,Įrengtas ,530,280,190,10,2.0,company, Naujamiestis, Vytenio g.
751,"Vilnius, Šnipiškės, Kernavės g., 2 kambarių butas",105 000 ,"43,95 ",2,2,7,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,270,510,430,330,2.0,company, Šnipiškės, Kernavės g.
752,"Vilnius, Antakalnis, Nemenčinės pl., 2 kambarių butas",120 000 ,"84,52 ",2,5,5,2019 renovacija,Mūrinis,Centrinis,Įrengtas ,580,540,260,140,1.0,company, Antakalnis, Nemenčinės pl.
753,"Vilnius, Pilaitė, Valtarkiemio g., 2 kambarių butas",105 000 ,"60,37 ",2,2,5,2019,Mūrinis,Centrinis kolektorinis,Įrengtas ,420,620,530,180,3.0,company, Pilaitė, Valtarkiemio g.
754,"Vilnius, Pilaitė, Padekaniškių g., 3 kambarių butas",154 000 ,"92,34 ",3,1,3,2014,Mūrinis,Dujinis,Įrengtas ,1k,810,1k,530,0.0,company, Pilaitė, Padekaniškių g.
755,"Vilnius, Žirmūnai, Trinapolio g., 3 kambarių butas",139 900 ,60 ,3,5,9,2019,Mūrinis,Centrinis kolektorinis,Įrengtas ,80,310,280,290,2.0,company, Žirmūnai, Trinapolio g.
756,"Vilnius, Pašilaičiai, Ukmergės g., 2 kambarių butas",89 000 ,57 ,2,2,6,2003,Mūrinis,Dujinis,Įrengtas ,260,400,110,80,6.0,company, Pašilaičiai, Ukmergės g.
757,"Vilnius, Karoliniškės, Felikso Vaitkaus g., 3 kambarių butas",78 000 ,69 ,3,5,9,1974,Blokinis,Centrinis,Įrengtas ,190,220,730,250,2.0,company, Karoliniškės, Felikso Vaitkaus g.
758,"Vilnius, Antakalnis, Ajerų g., 4 kambarių butas",130 000 ,"113,69 ",4,1,2,2018,Mūrinis,Dujinis,Dalinė apdaila ,1k,"1,9k","1,1k",650,0.0,company, Antakalnis, Ajerų g.
759,"Vilnius, Senamiestis, Trakų g., 1 kambario butas",39 700 ,"26,29 ",1,1,1,1940,Mūrinis,Kita,Kita ,110,240,170,100,14.0,company, Senamiestis, Trakų g.
760,"Vilnius, Senamiestis, Vašingtono a., 2 kambarių butas",189 000 ,63 ,2,3,6,1952,Mūrinis,Centrinis,Įrengtas ,580,160,390,60,8.0,company, Senamiestis, Vašingtono a.
761,"Vilnius, Žvėrynas, Vytauto g., 1 kambario butas",10 430 ,"18,75 ",1,1,1,1940,Medinis,Kita,Kita ,100,210,330,90,7.0,company, Žvėrynas, Vytauto g.
762,"Vilnius, Antakalnis, Šilo g., 5 kambarių butas",469 000 ,266 ,5,2,4,2009,Mūrinis,Dujinis,Įrengtas ,350,230,400,780,0.0,company, Antakalnis, Šilo g.
763,"Vilnius, Žvėrynas, Kęstučio g., 1 kambario butas",53 000 ,"32,63 ",1,2,3,1940,Karkasinis,Kietu kuru,Įrengtas ,110,280,230,80,5.0,company, Žvėrynas, Kęstučio g.
764,"Vilnius, Markučiai, Subačiaus g., 1 kambario butas",13 000 ,16 ,1,2,2,1940,Rąstinis,Kietu kuru,Įrengtas ,390,360,340,240,1.0,company, Markučiai, Subačiaus g.
