,title,price,area,room_n,floor_n,floor_total,year,building_type,heating_type,equip_state,nearest_kindergarten,nearest_school,nearest_shop,nearest_station,crime_last_month,owner_type,district,street
765,"Vilnius, Naujamiestis, Mindaugo g., 3 kambarių butas",144 900 ,"65,86 ",3,2,6,2009,Mūrinis,Centrinis kolektorinis,Įrengtas ,330,310,70,210,8.0,company, Naujamiestis, Mindaugo g.
766,"Vilnius, Naujininkai, Šv. Stepono g., 1 kambario butas",19 530 ,"22,89 ",1,1,2,1940,Mūrinis,Kita,Kita ,90,160,190,190,13.0,company, Naujininkai, Šv. Stepono g.
767,"Vilnius, Šnipiškės, Šilutės g., 1 kambario butas",10 710 ,"19,96 ",1,1,1,1940,Medinis,Kita,Kita ,130,420,200,180,4.0,company, Šnipiškės, Šilutės g.
768,"Vilnius, Žirmūnai, Kalvarijų g., 2 kambarių butas",13 950 ,"34,75 ",2,2,2,1940,Mūrinis,Kita,Kita ,400,470,290,150,4.0,company, Žirmūnai, Kalvarijų g.
769,"Vilnius, Senamiestis, Plačioji g., 3 kambarių butas",170 000 ,68 ,3,3,3,1940,Mūrinis,Centrinis,Įrengtas ,270,120,260,70,13.0,company, Senamiestis, Plačioji g.
770,"Vilnius, Šnipiškės, Kalvarijų g., 1 kambario butas",8 890 ,"21,41 ",1,1,1,1940,Medinis,Kita,Kita ,80,440,170,220,4.0,company, Šnipiškės, Kalvarijų g.
771,"Vilnius, Šiaurės miestelis, S. Žukausko g., 3 kambarių butas",144 900 ,78 ,3,5,8,2004,Mūrinis,Centrinis kolektorinis,Įrengtas ,220,270,190,300,5.0,company, Šiaurės miestelis, S. Žukausko g.
772,"Vilnius, Šnipiškės, Kalvarijų g., 2 kambarių butas",14 910 ,"44,26 ",2,1,1,1944,Medinis,Kita,Kita ,80,440,170,220,4.0,company, Šnipiškės, Kalvarijų g.
773,"Vilnius, Antakalnis, Bistryčios g., 3 kambarių butas",168 812 ,71 ,3,2,4,2019,Mūrinis,Kita,Dalinė apdaila ,110,350,370,420,0.0,company, Antakalnis, Bistryčios g.
774,"Vilnius, Antakalnis, Bistryčios g., 3 kambarių butas",203 961 ,"69,35 ",3,4,4,2019,Mūrinis,Kita,Dalinė apdaila ,110,350,370,420,0.0,company, Antakalnis, Bistryčios g.
775,"Vilnius, Žvėrynas, Saltoniškių g., 4 kambarių butas",340 000 ,100 ,4,8,10,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,440,250,230,160,5.0,company, Žvėrynas, Saltoniškių g.
776,"Vilnius, Baltupiai, Juozo Balčikonio g., 3 kambarių butas",175 000 ,75 ,3,2,5,2009,Mūrinis,Centrinis kolektorinis,Įrengtas ,90,580,150,130,1.0,company, Baltupiai, Juozo Balčikonio g.
777,"Vilnius, Antakalnis, L. Sapiegos g., 1 kambario butas",76 000 ,"32,25 ",1,2,7,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,160,160,430,420,1.0,company, Antakalnis, L. Sapiegos g.
778,"Vilnius, Antakalnis, L. Sapiegos g., 1 kambario butas",74 000 ,"34,32 ",1,3,6,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,160,160,430,420,1.0,company, Antakalnis, L. Sapiegos g.
779,"Vilnius, Pašilaičiai, Perkūnkiemio g., 2 kambarių butas",84 900 ,"62,79 ",2,6,9,2007,Mūrinis,Centrinis kolektorinis,Įrengtas ,130,"1,1k",390,140,6.0,company, Pašilaičiai, Perkūnkiemio g.
780,"Vilnius, Antakalnis, Kanklių g., 3 kambarių butas",135 000 ,59 ,3,1,5,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,120,360,420,480,0.0,company, Antakalnis, Kanklių g.
781,"Vilnius, Jeruzalė, Kviečių g., 3 kambarių butas",125 250 ,"76,84 ",3,3,4,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,370,220,100,160,4.0,company, Jeruzalė, Kviečių g.
782,"Vilnius, Lazdynai, Žėručio g., 2 kambarių butas",63 000 ,46 ,2,5,5,1969,Blokinis,Centrinis,Įrengtas ,150,60,350,190,8.0,company, Lazdynai, Žėručio g.
783,"Vilnius, Lazdynėliai, Lazdynėlių g., 2 kambarių butas",99 900 ,56 ,2,2,4,2019,Mūrinis,Centrinis kolektorinis,Įrengtas ,340,"1,5k","1,5k",60,1.0,company, Lazdynėliai, Lazdynėlių g.
784,"Vilnius, Lazdynėliai, Lazdynėlių g., 1 kambario butas",59 900 ,32 ,1,1,4,2019,Mūrinis,Centrinis kolektorinis,Įrengtas ,340,"1,5k","1,5k",60,1.0,company, Lazdynėliai, Lazdynėlių g.
785,"Vilnius, Senamiestis, Subačiaus g., 5 kambarių butas",590 000 ,146 ,5,4,4,1900,Mūrinis,Centrinis,Įrengtas ,500,80,180,270,13.0,company, Senamiestis, Subačiaus g.
786,"Vilnius, Užupis, Aukštaičių g., 3 kambarių butas",188 260 ,"66,65 ",3,2,5,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,280,300,490,210,3.0,company, Užupis, Aukštaičių g.
787,"Vilnius, Žirmūnai, Minties g., 3 kambarių butas",140 000 ,71 ,3,6,6,2004,Mūrinis,Centrinis kolektorinis,Įrengtas ,100,180,440,160,9.0,company, Žirmūnai, Minties g.
788,"Vilnius, Užupis, Olandų g., 2 kambarių butas",120 000 ,46 ,2,4,5,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,320,240,140,40,3.0,company, Užupis, Olandų g.
789,"Vilnius, Užupis, Olandų g., 3 kambarių butas",150 000 ,65 ,3,1,5,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,320,240,140,40,3.0,company, Užupis, Olandų g.
790,"Vilnius, Pilaitė, Bitėnų g., 3 kambarių butas",99 999 ,54 ,3,4,4,2020,Mūrinis,Centrinis kolektorinis,Įrengtas ,520,140,420,70,2.0,company, Pilaitė, Bitėnų g.
791,"Vilnius, Senamiestis, Šaltinių g., 4 kambarių butas",325 500 ,75 ,4,6,6,2016,Mūrinis,"Centrinis kolektorinis, kita",Įrengtas ,320,130,290,270,10.0,company, Senamiestis, Šaltinių g.
792,"Vilnius, Šnipiškės, Kernavės g., 3 kambarių butas",121 000 ,"62,62 ",3,1,6,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,270,510,430,330,2.0,company, Šnipiškės, Kernavės g.
793,"Vilnius, Senamiestis, Aukštaičių g., 5 kambarių butas",567 948 ,"133,63 ",5,2,2,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,340,340,510,230,3.0,company, Senamiestis, Aukštaičių g.
794,"Vilnius, Naujoji Vilnia, Pramonės g., 1 kambario butas",27 500 ,30 ,1,4,4,1963,Blokinis,Elektra,Įrengtas ,260,680,890,30,4.0,company, Naujoji Vilnia, Pramonės g.
795,"Vilnius, Senamiestis, Aušros Vartų g., 1 kambario butas",70 500 ,27 ,1,4,4,1912,Mūrinis,Elektra,Įrengtas ,450,60,170,40,11.0,company, Senamiestis, Aušros Vartų g.
796,"Vilnius, Užupis, Olandų g., 1 kambario butas",79 000 ,"30,9 ",1,1,5,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,320,240,140,40,3.0,company, Užupis, Olandų g.
797,"Vilnius, Užupis, Olandų g., 2 kambarių butas",115 000 ,46 ,2,3,5,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,320,240,140,40,3.0,company, Užupis, Olandų g.
798,"Vilnius, Filaretai, Olandų g., 3 kambarių butas",130 000 ,53 ,3,4,6,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,320,240,140,40,3.0,company, Filaretai, Olandų g.
799,"Vilnius, Filaretai, Olandų g., 4 kambarių butas",199 000 ,"85,4 ",4,1,5,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,320,240,140,40,3.0,company, Filaretai, Olandų g.
800,"Vilnius, Filaretai, Olandų g., 3 kambarių butas",135 000 ,53 ,3,3,6,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,380,290,180,40,3.0,company, Filaretai, Olandų g.
801,"Vilnius, Užupis, Polocko g., 2 kambarių butas",92 000 ,35 ,2,3,6,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,400,330,130,40,2.0,company, Užupis, Polocko g.
802,"Vilnius, Užupis, Olandų g., 1 kambario butas",65 000 ,24 ,1,2,6,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,320,240,140,40,3.0,company, Užupis, Olandų g.
803,"Vilnius, Santariškės, Bajorų kel., 1 kambario butas",60 000 ,37 ,1,2,3,2007,Mūrinis,Centrinis kolektorinis,Įrengtas ,900,"1,2k",90,40,1.0,company, Santariškės, Bajorų kel.
804,"Vilnius, Antakalnis, Antakalnio g., 2 kambarių butas",78 000 ,42 ,2,3,5,1965,Mūrinis,Centrinis,Įrengtas ,110,100,210,190,0.0,company, Antakalnis, Antakalnio g.
805,"Vilnius, Lazdynėliai, Jonažolių g., 4 kambarių butas",185 000 ,99 ,4,3,9,2008,Mūrinis,Centrinis kolektorinis,Įrengtas ,340,520,260,140,5.0,company, Lazdynėliai, Jonažolių g.
806,"Vilnius, Šiaurės miestelis, Linkmenų g., 2 kambarių butas",125 000 ,46 ,2,5,9,2019,Mūrinis,Centrinis kolektorinis,Įrengtas ,460,230,380,340,5.0,company, Šiaurės miestelis, Linkmenų g.
807,"Vilnius, Pašilaičiai, Ukmergės g., 2 kambarių butas",79 999 ,"49,49 ",2,1,9,2007,Mūrinis,Centrinis kolektorinis,Įrengtas ,200,720,80,30,8.0,company, Pašilaičiai, Ukmergės g.
808,"Vilnius, Antakalnis, Kanklių g., 2 kambarių butas",109 900 ,45 ,2,2,5,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,120,360,420,480,0.0,company, Antakalnis, Kanklių g.
809,"Vilnius, Antakalnis, Švyturio g., 1 kambario butas",50 000 ,"32,05 ",1,4,5,1962,Blokinis,Centrinis,Įrengtas ,360,480,200,220,2.0,company, Antakalnis, Švyturio g.
810,"Vilnius, Pašilaičiai, Pašilaičių g., 1 kambario butas",54 900 ,"36,85 ",1,1,9,1996,Monolitinis,Centrinis,Įrengtas ,390,190,410,130,3.0,company, Pašilaičiai, Pašilaičių g.
811,"Vilnius, Naujininkai, Rodūnios kel., 1 kambario butas",18 400 ,"22,87 ",1,4,4,1978,Mūrinis,"Centrinis, kita",Įrengtas ,2k,"1,8k",2k,160,1.0,company, Naujininkai, Rodūnios kel.
812,"Vilnius, Naujininkai, Rodūnios kel., 1 kambario butas",15 000 ,"22,14 ",1,2,5,1978,Mūrinis,"Centrinis, kita",Kita ,2k,"1,8k",2k,90,2.0,company, Naujininkai, Rodūnios kel.
813,"Vilnius, Pašilaičiai, Leičių g., 2 kambarių butas",77 500 ,53 ,2,2,9,2020,Mūrinis,Centrinis kolektorinis,Įrengtas ,180,760,230,210,5.0,company, Pašilaičiai, Leičių g.
814,"Vilnius, Kalnėnai, Juodasis kel., 5 kambarių butas",95 000 ,104 ,5,1,2,2019,Mūrinis,Dujinis,Dalinė apdaila ,"1,2k","1,1k",650,170,0.0,company, Kalnėnai, Juodasis kel.
815,"Vilnius, Jeruzalė, Kviečių g., 3 kambarių butas",135 810 ,"75,45 ",3,4,4,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,370,220,100,160,4.0,company, Jeruzalė, Kviečių g.
816,"Vilnius, Justiniškės, Taikos g., 1 kambario butas",57 150 ,"31,76 ",1,1,4,2019,Mūrinis,Centrinis,Dalinė apdaila ,220,60,410,170,1.0,company, Justiniškės, Taikos g.
817,"Vilnius, Antakalnis, Pylimėlių g., 2 kambarių butas",69 700 ,"37,13 ",2,3,3,2019,Mūrinis,Dujinis,Dalinė apdaila ,"1,5k",930,780,480,0.0,company, Antakalnis, Pylimėlių g.
818,"Vilnius, Šnipiškės, Kernavės g., 4 kambarių butas",175 000 ,"84,96 ",4,6,6,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,270,510,430,330,2.0,company, Šnipiškės, Kernavės g.
819,"Vilnius, Salininkai, Pupinės g., 1 kambario butas",24 000 ,"25,61 ",1,5,5,1979,Mūrinis,Centrinis,Įrengtas ,70,510,60,130,1.0,company, Salininkai, Pupinės g.
820,"Vilnius, Pilaitė, Gilužio g., 2 kambarių butas",79 000 ,57 ,2,1,5,2006,Mūrinis,Centrinis kolektorinis,Įrengtas ,420,200,290,210,4.0,company, Pilaitė, Gilužio g.
821,"Vilnius, Pilaitė, Vydūno g., 3 kambarių butas",87 000 ,"66,39 ",3,3,6,1997,Monolitinis,Centrinis,Įrengtas ,50,320,80,60,6.0,company, Pilaitė, Vydūno g.
822,"Vilnius, Senamiestis, Trakų g., 3 kambarių butas",399 968 ,"114,44 ",3,2,3,2008,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,100,110,130,230,17.0,company, Senamiestis, Trakų g.
823,"Vilnius, Žirmūnai, Žirmūnų g., 3 kambarių butas",85 000 ,69 ,3,1,12,1970,Mūrinis,Centrinis,Įrengtas ,70,70,540,230,9.0,company, Žirmūnai, Žirmūnų g.
824,"Vilnius, Senamiestis, Šiaulių g., 3 kambarių butas",640 000 ,128 ,3,3,3,2009,Mūrinis,Centrinis kolektorinis,Įrengtas ,110,230,200,170,14.0,company, Senamiestis, Šiaulių g.
825,"Vilnius, Valakampiai, Vaidilutės g., 3 kambarių butas",179 000 ,"81,47 ",3,1,2,2019,Mūrinis,Dujinis,Įrengtas ,820,880,870,60,0.0,company, Valakampiai, Vaidilutės g.
826,"Vilnius, Valakampiai, Vaidilutės g., 3 kambarių butas",160 000 ,"81,47 ",3,1,2,2019,Mūrinis,Dujinis,Dalinė apdaila ,820,880,870,60,0.0,company, Valakampiai, Vaidilutės g.
827,"Vilnius, Senamiestis, Šv. Stepono g., 4 kambarių butas",160 000 ,81 ,4,3,4,1940,Mūrinis,"Centrinis, dujinis",Įrengtas ,80,100,60,90,12.0,company, Senamiestis, Šv. Stepono g.
828,"Vilnius, Senamiestis, Mindaugo g., 3 kambarių butas",296 000 ,81 ,3,2,5,2016,Mūrinis,Centrinis kolektorinis,Įrengtas ,230,120,110,210,11.0,company, Senamiestis, Mindaugo g.
829,"Vilnius, Senamiestis, Vokiečių g., 2 kambarių butas",159 000 ,43 ,2,1,3,1800,Mūrinis,Centrinis,Įrengtas ,160,240,110,320,11.0,company, Senamiestis, Vokiečių g.
830,"Vilnius, Senamiestis, Pamėnkalnio g., 2 kambarių butas",159 900 ,59 ,2,2,4,2001,Mūrinis,Dujinis,Įrengtas ,320,310,280,150,18.0,company, Senamiestis, Pamėnkalnio g.
831,"Vilnius, Šnipiškės, Rinktinės g., 2 kambarių butas",227 000 ,48 ,2,4,5,2019,Mūrinis,Centrinis kolektorinis,Įrengtas ,320,270,540,30,3.0,company, Šnipiškės, Rinktinės g.
832,"Vilnius, Justiniškės, Justiniškių g., 3 kambarių butas",114 500 ,81 ,3,9,9,2014 renovacija,Mūrinis,Centrinis kolektorinis,Įrengtas ,210,380,440,50,3.0,company, Justiniškės, Justiniškių g.
833,"Vilnius, Santariškės, Žaliųjų Ežerų g., 1 kambario butas",66 500 ,40 ,1,6,6,2016 renovacija,Mūrinis,Centrinis,Įrengtas ,330,540,650,80,4.0,company, Santariškės, Žaliųjų Ežerų g.
834,"Vilnius, Naujamiestis, Geležinio Vilko g., 1 kambario butas",35 900 ,21 ,1,5,5,1977,Mūrinis,Centrinis,Įrengtas ,470,100,290,120,5.0,company, Naujamiestis, Geležinio Vilko g.
835,"Vilnius, Naujamiestis, Savanorių pr., 2 kambarių butas",63 000 ,45 ,2,1,5,1965,Blokinis,Centrinis,Įrengtas ,180,300,90,60,7.0,company, Naujamiestis, Savanorių pr.
836,"Vilnius, Žirmūnai, Žirmūnų g., 4 kambarių butas",88 000 ,"77,53 ",4,5,5,1967,Blokinis,"Centrinis, centrinis kolektorinis",Įrengtas ,160,350,180,130,11.0,company, Žirmūnai, Žirmūnų g.
837,"Vilnius, Pašilaičiai, Ukmergės g., 3 kambarių butas",89 000 ,79 ,3,1,5,2003,Mūrinis,Dujinis,Įrengtas ,400,380,130,110,7.0,company, Pašilaičiai, Ukmergės g.
838,"Vilnius, Pilaitė, Trakėnų g., 3 kambarių butas",99 000 ,"52,73 ",3,2,2,2014,Kita,Kita,Įrengtas ,980,370,910,290,1.0,company, Pilaitė, Trakėnų g.
839,"Vilnius, Antakalnis, Filaretų g., 2 kambarių butas",129 000 ,"45,31 ",2,2,4,2015,Mūrinis,Centrinis kolektorinis,Įrengtas ,240,30,280,100,4.0,company, Antakalnis, Filaretų g.
840,"Vilnius, Fabijoniškės, Žemynos g., 3 kambarių butas",82 000 ,"64,95 ",3,1,9,1987,Monolitinis,Centrinis,Įrengtas ,120,120,280,210,8.0,company, Fabijoniškės, Žemynos g.
841,"Vilnius, Lazdynai, Lazdynėlių g., 3 kambarių butas",107 900 ,54 ,3,2,4,2019,Mūrinis,Centrinis kolektorinis,Įrengtas ,340,"1,5k","1,6k",150,1.0,company, Lazdynai, Lazdynėlių g.
842,"Vilnius, Naujoji Vilnia, Parko g., 2 kambarių butas",36 500 ,"38,23 ",2,1,5,1994,Mūrinis,Centrinis,Įrengtas ,370,130,150,170,5.0,company, Naujoji Vilnia, Parko g.
843,"Vilnius, Pašilaičiai, Gabijos g., 3 kambarių butas",120 000 ,67 ,3,3,5,2017,Monolitinis,Centrinis kolektorinis,Įrengtas ,170,390,200,100,5.0,company, Pašilaičiai, Gabijos g.
844,"Vilnius, Šnipiškės, Linkmenų g., 3 kambarių butas",94 500 ,52 ,3,3,7,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,690,500,440,480,4.0,company, Šnipiškės, Linkmenų g.
845,"Vilnius, Viršuliškės, Viršuliškių g., 1 kambario butas",45 500 ,33 ,1,6,9,1978,Blokinis,Centrinis,Įrengtas ,160,410,250,180,5.0,company, Viršuliškės, Viršuliškių g.
846,"Vilnius, Žvėrynas, Paribio g., 4 kambarių butas",369 000 ,120 ,4,4,4,2007,Mūrinis,"Centrinis kolektorinis, centrinis, kita",Įrengtas ,250,230,490,450,3.0,company, Žvėrynas, Paribio g.
847,"Vilnius, Naujamiestis, A. Jakšto g., 2 kambarių butas",147 000 ,"40,36 ",2,3,6,2006,Mūrinis,"Centrinis kolektorinis, centrinis",Įrengtas ,630,550,190,210,7.0,company, Naujamiestis, A. Jakšto g.
848,"Vilnius, Naujininkai, Eišiškių pl., 3 kambarių butas",119 000 ,54 ,3,3,5,2018,Monolitinis,Centrinis,Įrengtas ,2k,"1,1k","1,3k",150,1.0,company, Naujininkai, Eišiškių pl.
849,"Vilnius, Šnipiškės, Žalgirio g., 2 kambarių butas",95 000 ,"50,47 ",2,2,5,2001,Mūrinis,Elektra,Įrengtas ,160,500,260,200,4.0,company, Šnipiškės, Žalgirio g.
850,"Vilnius, Santariškės, Santariškių g., 3 kambarių butas",165 000 ,"64,02 ",3,1,3,2009,Mūrinis,Centrinis kolektorinis,Įrengtas ,460,990,380,100,1.0,company, Santariškės, Santariškių g.
851,"Vilnius, Markučiai, Manufaktūrų g., 1 kambario butas",58 205 ,"33,26 ",1,1,6,2019,Monolitinis,Centrinis kolektorinis,Dalinė apdaila ,240,760,350,320,1.0,company, Markučiai, Manufaktūrų g.
852,"Vilnius, Naujamiestis, Kedrų g., 1 kambario butas",52 000 ,18 ,1,3,5,1982,Mūrinis,Centrinis,Įrengtas ,260,210,80,220,7.0,company, Naujamiestis, Kedrų g.
853,"Vilnius, Naujamiestis, A. Vivulskio g., 2 kambarių butas",139 900 ,"52,43 ",2,5,5,2015 renovacija,Mūrinis,Centrinis,Įrengtas ,140,170,30,60,12.0,company, Naujamiestis, A. Vivulskio g.
854,"Vilnius, Naujamiestis, Savanorių pr., 1 kambario butas",46 000 ,16 ,1,2,5,1982,Mūrinis,Centrinis,Įrengtas ,260,210,80,220,7.0,company, Naujamiestis, Savanorių pr.
855,"Vilnius, Naujamiestis, Kedrų g., 1 kambario butas",36 000 ,13 ,1,1,5,1982,Mūrinis,Centrinis,Įrengtas ,260,210,80,220,7.0,company, Naujamiestis, Kedrų g.
856,"Vilnius, Naujamiestis, Savanorių pr., 1 kambario butas",28 000 ,14 ,1,1,5,1982,Mūrinis,Centrinis,Įrengtas ,260,210,80,220,7.0,company, Naujamiestis, Savanorių pr.
857,"Vilnius, Markučiai, Manufaktūrų g., 3 kambarių butas",98 960 ,"61,85 ",3,2,6,2019,Monolitinis,Centrinis kolektorinis,Dalinė apdaila ,240,760,350,320,1.0,company, Markučiai, Manufaktūrų g.
858,"Vilnius, Užupis, Filaretų g., 3 kambarių butas",230 000 ,"98,02 ",3,8,8,2006,Mūrinis,Centrinis kolektorinis,Įrengtas ,190,90,230,160,1.0,company, Užupis, Filaretų g.
859,"Vilnius, Pilaitė, Bitėnų g., 2 kambarių butas",77 900 ,45 ,2,3,4,2020,Monolitinis,Centrinis kolektorinis,Įrengtas ,630,100,510,120,1.0,company, Pilaitė, Bitėnų g.
860,"Vilnius, Justiniškės, Taikos g., 3 kambarių butas",87 000 ,67 ,3,3,5,2018 renovacija,Blokinis,Centrinis,Įrengtas ,230,140,300,260,0.0,company, Justiniškės, Taikos g.
861,"Vilnius, Justiniškės, Justiniškių g., 2 kambarių butas",61 000 ,50 ,2,1,5,1980,Blokinis,Centrinis,Įrengtas ,380,360,190,210,1.0,company, Justiniškės, Justiniškių g.
862,"Vilnius, Verkiai, Pušyno kel., 4 kambarių butas",235 000 ,"118,62 ",4,3,3,2007,Mūrinis,Centrinis kolektorinis,Įrengtas ,540,670,260,140,0.0,company, Verkiai, Pušyno kel.
863,"Vilnius, Balsiai, Žvorūnos g., 4 kambarių butas",125 000 ,103 ,4,1,2,2019,Mūrinis,Dujinis,Dalinė apdaila ,470,800,"1,4k",440,0.0,company, Balsiai, Žvorūnos g.
864,"Vilnius, Antakalnis, Antakalnio g., 2 kambarių butas",113 767 ,"49,68 ",2,3,3,2020,Mūrinis,Dujinis,Dalinė apdaila ,570,600,230,50,0.0,company, Antakalnis, Antakalnio g.
865,"Vilnius, Antakalnis, Antakalnio g., 2 kambarių butas",91 000 ,"40,19 ",2,3,3,2020,Mūrinis,Dujinis,Dalinė apdaila ,570,600,230,50,0.0,company, Antakalnis, Antakalnio g.
866,"Vilnius, Antakalnis, Antakalnio g., 3 kambarių butas",138 750 ,"60,59 ",3,3,4,2020,Mūrinis,Dujinis,Dalinė apdaila ,570,600,230,50,0.0,company, Antakalnis, Antakalnio g.
867,"Vilnius, Lazdynėliai, Lazdynėlių g., 1 kambario butas",52 000 ,"31,32 ",1,4,4,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,340,"1,5k","1,5k",60,1.0,company, Lazdynėliai, Lazdynėlių g.
868,"Vilnius, Naujamiestis, Gedimino pr., 4 kambarių butas",511 300 ,"114,74 ",4,3,5,2018,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,330,90,240,160,2.0,company, Naujamiestis, Gedimino pr.
869,"Vilnius, Viršuliškės, Laisvės pr., 4 kambarių butas",115 000 ,"83,86 ",4,2,5,1986,Monolitinis,Centrinis,Įrengtas ,150,140,180,110,7.0,company, Viršuliškės, Laisvės pr.
870,"Vilnius, Bajorai, Mykolo Marcinkevičiaus g., 3 kambarių butas",143 000 ,"104,93 ",3,2,4,1997,Mūrinis,Centrinis,Įrengtas ,210,600,610,180,1.0,company, Bajorai, Mykolo Marcinkevičiaus g.
871,"Vilnius, Jeruzalė, Kviečių g., 3 kambarių butas",141 710 ,"78,73 ",3,6,6,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,370,220,100,160,4.0,company, Jeruzalė, Kviečių g.
872,"Vilnius, Baltupiai, Kalvarijų g., 1 kambario butas",27 500 ,20 ,1,9,12,1973,Mūrinis,Centrinis,Įrengtas ,290,550,300,110,1.0,company, Baltupiai, Kalvarijų g.
873,"Vilnius, Antakalnis, V. Grybo g., 3 kambarių butas",169 700 ,70 ,3,2,4,2019,Mūrinis,Geoterminis,Dalinė apdaila ,110,350,370,420,0.0,company, Antakalnis, V. Grybo g.
874,"Vilnius, Antakalnis, Pasakų g., 3 kambarių butas",360 000 ,80 ,3,2,2,2019,Monolitinis,Dujinis,Įrengtas ,860,770,360,250,0.0,company, Antakalnis, Pasakų g.
875,"Vilnius, Turniškės, Turniškių g., 2 kambarių butas",76 000 ,"38,58 ",2,3,3,2018,Mūrinis,"Centrinis kolektorinis, dujinis",Dalinė apdaila ,"1,5k","2,3k","1,7k",900,0.0,company, Turniškės, Turniškių g.
876,"Vilnius, Šeškinė, Gelvonų g., 4 kambarių butas",71 900 ,"81,16 ",4,5,9,1981,Blokinis,Centrinis,Įrengtas ,210,270,150,70,6.0,company, Šeškinė, Gelvonų g.
877,"Vilnius, Baltupiai, Baltupio g., 2 kambarių butas",79 900 ,"58,87 ",2,1,5,1998,Mūrinis,"Centrinis, centrinis kolektorinis",Įrengtas ,510,600,430,130,3.0,company, Baltupiai, Baltupio g.
878,"Vilnius, Lazdynai, Architektų g., 2 kambarių butas",104 000 ,61 ,2,2,4,2005,Mūrinis,Centrinis kolektorinis,Įrengtas ,110,140,400,110,6.0,company, Lazdynai, Architektų g.
879,"Vilnius, Žirmūnai, Sporto g., 2 kambarių butas",135 000 ,37 ,2,3,6,2016,Mūrinis,Centrinis kolektorinis,Įrengtas ,380,300,380,220,4.0,company, Žirmūnai, Sporto g.
880,"Vilnius, Bajorai, Noragiškių g., 4 kambarių butas",185 000 ,170 ,4,2,2,2015,Mūrinis,Dujinis,Dalinė apdaila ,1k,"1,2k",760,520,0.0,company, Bajorai, Noragiškių g.
881,"Vilnius, Senamiestis, Aguonų g., 5 kambarių butas",312 000 ,"119,95 ",5,3,6,2019,Monolitinis,Centrinis kolektorinis,Dalinė apdaila ,280,180,310,270,12.0,company, Senamiestis, Aguonų g.
882,"Vilnius, Naujamiestis, Aguonų g., 4 kambarių butas",276 000 ,120 ,4,2,6,2019,Monolitinis,Centrinis kolektorinis,Dalinė apdaila ,280,180,310,270,12.0,company, Naujamiestis, Aguonų g.
883,"Vilnius, Santariškės, J. Franko g., 5 kambarių butas",248 000 ,166 ,5,3,3,2006,Mūrinis,Centrinis kolektorinis,Įrengtas ,190,680,80,280,1.0,company, Santariškės, J. Franko g.
884,"Vilnius, Grigiškės, Vilniaus g., 2 kambarių butas",55 000 ,42 ,2,1,3,1962,Mūrinis,Centrinis,Įrengtas ,310,330,230,200,5.0,company, Grigiškės, Vilniaus g.
885,"Vilnius, Fabijoniškės, Salomėjos Nėries g., 2 kambarių butas",73 000 ,"44,76 ",2,9,9,2006,Mūrinis,Centrinis kolektorinis,Įrengtas ,180,690,190,80,5.0,company, Fabijoniškės, Salomėjos Nėries g.
886,"Vilnius, Pilaitė, Bitėnų g., 2 kambarių butas",79 900 ,46 ,2,2,4,2020,Mūrinis,Centrinis kolektorinis,Įrengtas ,630,100,510,120,1.0,company, Pilaitė, Bitėnų g.
887,"Vilnius, Naujamiestis, V. Pietario g., 1 kambario butas",22 500 ,18 ,1,2,5,1966,Blokinis,Centrinis,Įrengtas ,400,300,270,210,5.0,company, Naujamiestis, V. Pietario g.
